soil_ref,SID
6490,008
6491,011
6492,008
6493,003
6494,004
6495,010
6496,008
6497,005
6498,009
6499,033
6500,008
6501,011
6502,011
6503,010
6504,008
6505,009
6506,004
6507,011
6508,008
6509,004
6510,021
6511,018
6512,018
6513,021
6514,019
6515,022
6516,018
6517,019
6518,018
6519,020
6520,019
6521,021
6522,018
6523,021
6524,020
6525,025
6526,020
6527,018
6528,025
6529,021
6530,023
6531,021
6532,025
6533,020
6534,019
6535,018
6536,018
6537,020
6538,021
6539,019
6540,018
6541,020
6542,021
6543,019
6544,022
6545,024
6546,024
6547,018
6548,021
6549,019
6550,020
6551,022
6552,022
6553,018
6554,020
6555,024
6556,021
6557,019
6558,018
6559,022
6560,019
6561,018
6562,020
6563,022
6564,024
6565,011
6566,031
6567,032
6568,008
6569,008
6570,032
6571,017
6572,011
6573,011
6574,008
6575,017
6576,017
6577,011
6578,008
6579,011
6580,008
6581,017
6582,029
6583,016
6584,024
6585,008
6586,016
6587,011
6588,008
6589,016
6590,011
6591,011
6592,008
6593,032
6594,017
6595,008
6596,011
6597,016
6598,024
6599,024
6600,016
6601,008
6602,008
6603,011
6604,017
6605,008
6606,011
6607,016
6608,011
6609,017
6610,008
6611,016
6612,032
6613,008
6614,011
6615,008
6616,011
6617,008
6618,024
6619,005
6620,003
6621,008
6622,013
6623,010
6624,003
6625,005
6626,004
6627,008
6628,004
6629,010
6630,009
6631,011
6632,024
6633,022
6634,019
6635,022
6636,022
6637,021
6638,024
6639,021
6640,030
6641,008
6642,032
6643,031
6644,011
6645,030
6646,031
6647,032
6648,032
6649,024
6650,032
6651,011
6652,024
6653,016
6654,017
6655,011
6656,008
6657,017
6658,017
6659,008
6660,011
6661,024
6662,011
6663,004
6664,013
6665,025
6666,009
6667,033
6668,010
6669,008
6670,004
6671,011
6672,019
6673,022
6674,022
6675,021
6676,019
6677,020
6678,019
6679,032
6680,024
6681,032
6682,017
6683,017
6684,011
6685,012
6686,025
6687,012
6688,017
6689,029
6690,017
6691,016
6692,013
6693,023
6694,030
6695,031
6696,003
6697,024
6698,009
6699,023
6700,024
6701,016
6702,005
6703,024
6704,017
6705,005
6706,010
6707,005
6708,031
6709,016
6710,032
6711,032
6712,008
6713,011
6714,032
6715,004
6716,030
6717,016
6718,024
6719,010
6720,009
6721,024
6722,032
6723,011
6724,004
6725,008
6726,016
6727,013
6728,003
6729,023
6730,009
6731,005
6732,004
6733,011
6734,010
6735,011
6736,009
6737,025
6738,017
6739,032
6740,011
6741,008
6742,018
6743,022
6744,021
6745,008
6746,011
6747,017
6748,016
6749,008
6750,011
6751,017
6752,016
6753,008
6754,008
6755,004
6756,013
6757,025
6758,008
6759,004
6760,010
6761,011
6762,008
6763,004
6764,010
6765,003
6766,013
6767,003
6768,010
6769,004
6770,009
6771,011
6772,008
6773,010
6774,004
6775,008
6776,011
6777,008
6778,009
6779,011
6780,010
6781,004
6782,008
6783,004
6784,011
6785,009
6786,010
6787,010
6788,008
6789,004
6790,011
6791,009
6792,008
6793,010
6794,011
6795,005
6796,004
6797,010
6798,008
6799,011
6800,022
6801,021
6802,022
6803,018
6804,018
6805,023
6806,021
6807,019
6808,025
6809,020
6810,025
6811,019
6812,023
6813,018
6814,021
6815,018
6816,021
6817,025
6818,023
6819,020
6820,022
6821,019
6822,020
6823,018
6824,024
6825,022
6826,019
6827,018
6828,021
6829,019
6830,020
6831,024
6832,018
6833,020
6834,021
6835,022
6836,019
6837,024
6838,021
6839,018
6840,019
6841,024
6842,022
6843,020
6844,018
6845,024
6846,019
6847,022
6848,024
6849,030
6850,031
6851,008
6852,031
6853,030
6854,011
6855,017
6856,017
6857,032
6858,011
6859,008
6860,008
6861,017
6862,031
6863,032
6864,011
6865,008
6866,011
6867,032
6868,017
6869,011
6870,008
6871,017
6872,016
6873,032
6874,016
6875,011
6876,008
6877,017
6878,008
6879,011
6880,017
6881,016
6882,008
6883,011
6884,016
6885,017
6886,017
6887,008
6888,011
6889,016
6890,024
6891,024
6892,008
6893,011
6894,008
6895,024
6896,011
6897,016
6898,016
6899,011
6900,008
6901,017
6902,008
6903,017
6904,011
6905,032
6906,008
6907,016
6908,011
6909,008
6910,024
6911,009
6912,011
6913,013
6914,009
6915,004
6916,022
6917,020
6918,021
6919,020
6920,032
6921,030
6922,030
6923,032
6924,032
6925,032
6926,016
6927,017
6928,024
6929,010
6930,012
6931,005
6932,009
6933,005
6934,019
6935,022
6936,020
6937,021
6938,019
6939,032
6940,032
6941,017
6942,011
6943,017
6944,008
6945,009
6946,024
6947,017
6948,031
6949,011
6950,009
6951,008
6952,010
6953,023
6954,024
6955,032
6956,032
6957,032
6958,016
6959,013
6960,003
6961,029
6962,024
6963,024
6964,024
6965,011
6966,011
6967,003
6968,010
6969,004
6970,011
6971,003
6972,012
6973,024
6974,011
6975,013
6976,008
6977,013
6978,005
6979,011
6980,009
6981,004
6982,005
6983,005
6984,031
6985,005
6986,029
6987,024
6988,030
6989,010
6990,016
6991,003
6992,004
6993,006
6994,012
6995,029
6996,024
6997,008
6998,009
6999,018
7000,022
7001,021
7002,019
7003,024
7004,025
7005,012
7006,016
7007,008
7008,031
7009,013
7010,024
7011,021
7012,024
7013,019
7014,032
7015,005
7016,018
7017,018
7018,022
7019,030
7020,011
7021,032
7022,024
7023,024
7024,016
7025,024
7026,020
7027,011
7028,008
7029,016
7030,003
7031,022
7032,019
7033,018
7034,024
7035,008
7036,024
7037,011
7038,008
7039,011
7040,008
7041,008
7042,011
7043,011
7044,013
7045,004
7046,008
7047,010
7048,011
7049,005
7050,008
7051,010
7052,009
7053,011
7054,004
7055,008
7056,003
7057,004
7058,005
7059,003
7060,004
7061,008
7062,005
7063,011
7064,011
7065,008
7066,005
7067,010
7068,004
7069,010
7070,008
7071,011
7072,005
7073,008
7074,004
7075,011
7076,008
7077,004
7078,009
7079,010
7080,011
7081,004
7082,008
7083,011
7084,005
7085,010
7086,004
7087,008
7088,018
7089,022
7090,019
7091,022
7092,018
7093,021
7094,019
7095,019
7096,018
7097,022
7098,021
7099,018
7100,021
7101,019
7102,022
7103,024
7104,023
7105,018
7106,023
7107,025
7108,019
7109,021
7110,019
7111,025
7112,018
7113,023
7114,020
7115,021
7116,023
7117,018
7118,024
7119,022
7120,020
7121,019
7122,024
7123,018
7124,022
7125,021
7126,020
7127,019
7128,018
7129,021
7130,022
7131,019
7132,018
7133,020
7134,022
7135,021
7136,020
7137,021
7138,024
7139,008
7140,017
7141,011
7142,029
7143,024
7144,016
7145,008
7146,029
7147,011
7148,032
7149,017
7150,011
7151,016
7152,008
7153,016
7154,011
7155,008
7156,032
7157,017
7158,008
7159,017
7160,024
7161,016
7162,008
7163,024
7164,011
7165,011
7166,024
7167,008
7168,016
7169,008
7170,011
7171,024
7172,016
7173,016
7174,008
7175,024
7176,011
7177,016
7178,008
7179,011
7180,017
7181,017
7182,008
7183,011
7184,008
7185,016
7186,011
7187,017
7188,017
7189,011
7190,024
7191,008
7192,024
7193,011
7194,024
7195,008
7196,011
7197,009
7198,009
7199,011
7200,004
7201,008
7202,010
7203,010
7204,010
7205,009
7206,009
7207,012
7208,021
7209,020
7210,020
7211,024
7212,019
7213,024
7214,016
7215,017
7216,011
7217,016
7218,017
7219,011
7220,013
7221,005
7222,026
7223,009
7224,026
7225,022
7226,020
7227,024
7228,021
7229,032
7230,032
7231,032
7232,016
7233,008
7234,013
7235,021
7236,024
7237,016
7238,032
7239,017
7240,034
7241,010
7242,005
7243,024
7244,025
7245,003
7246,012
7247,033
7248,025
7249,022
7250,032
7251,010
7252,004
7253,033
7254,025
7255,030
7256,017
7257,013
7258,003
7259,004
7260,011
7261,020
7262,031
7263,003
7264,024
7265,005
7266,034
7267,009
7268,003
7269,003
7270,034
7271,029
7272,016
7273,016
7274,012
7275,029
7276,006
7277,005
7278,024
7279,032
7280,023
7281,034
7282,003
7283,009
7284,005
7285,012
7286,024
7287,008
7288,009
7289,016
7290,034
7291,029
7292,011
7293,024
7294,008
7295,010
7296,018
7297,008
7298,008
7299,013
7300,011
7301,024
7302,008
7303,022
7304,018
7305,008
7306,024
7307,016
7308,034
7309,008
7310,003
7311,004
7312,011
7313,011
7314,004
7315,004
7316,005
7317,008
7318,003
7319,004
7320,005
7321,003
7322,008
7323,004
7324,005
7325,003
7326,008
7327,010
7328,008
7329,003
7330,004
7331,005
7332,010
7333,008
7334,004
7335,003
7336,005
7337,010
7338,004
7339,008
7340,011
7341,005
7342,008
7343,005
7344,011
7345,010
7346,009
7347,004
7348,011
7349,008
7350,010
7351,009
7352,005
7353,004
7354,008
7355,004
7356,022
7357,021
7358,018
7359,021
7360,022
7361,018
7362,022
7363,021
7364,018
7365,019
7366,022
7367,021
7368,018
7369,023
7370,018
7371,023
7372,021
7373,019
7374,018
7375,024
7376,020
7377,019
7378,022
7379,021
7380,021
7381,018
7382,019
7383,022
7384,020
7385,018
7386,019
7387,022
7388,019
7389,018
7390,021
7391,022
7392,020
7393,018
7394,021
7395,024
7396,020
7397,022
7398,019
7399,019
7400,024
7401,030
7402,024
7403,008
7404,011
7405,029
7406,024
7407,024
7408,016
7409,008
7410,008
7411,032
7412,011
7413,016
7414,008
7415,016
7416,011
7417,017
7418,032
7419,011
7420,008
7421,016
7422,024
7423,008
7424,024
7425,011
7426,024
7427,016
7428,008
7429,011
7430,008
7431,016
7432,024
7433,011
7434,029
7435,024
7436,016
7437,011
7438,008
7439,008
7440,016
7441,024
7442,017
7443,011
7444,008
7445,017
7446,008
7447,011
7448,016
7449,017
7450,017
7451,008
7452,011
7453,008
7454,011
7455,024
7456,003
7457,008
7458,004
7459,024
7460,013
7461,010
7462,009
7463,005
7464,004
7465,003
7466,008
7467,010
7468,026
7469,012
7470,018
7471,022
7472,019
7473,023
7474,020
7475,022
7476,020
7477,024
7478,020
7479,017
7480,011
7481,017
7482,032
7483,016
7484,011
7485,024
7486,034
7487,010
7488,003
7489,005
7490,012
7491,009
7492,011
7493,019
7494,021
7495,031
7496,017
7497,017
7498,010
7499,004
7500,009
7501,009
7502,024
7503,024
7504,032
7505,011
7506,009
7507,034
7508,010
7509,009
7510,032
7511,011
7512,010
7513,019
7514,011
7515,032
7516,011
7517,005
7518,003
7519,009
7520,021
7521,032
7522,026
7523,013
7524,012
7525,012
7526,012
7527,017
7528,024
7529,020
7530,024
7531,016
7532,011
7533,021
7534,005
7535,005
7536,011
7537,010
7538,024
7539,029
7540,017
7541,011
7542,029
7543,032
7544,006
7545,020
7546,020
7547,024
7548,034
7549,029
7550,004
7551,009
7552,029
7553,029
7554,008
7555,012
7556,024
7557,008
7558,011
7559,013
7560,003
7561,024
7562,030
7563,006
7564,026
7565,032
7566,031
7567,005
7568,003
7569,024
7570,008
7571,024
7572,034
7573,003
7574,008
7575,034
7576,024
7577,009
7578,010
7579,008
7580,005
7581,004
7582,004
7583,003
7584,005
7585,008
7586,005
7587,004
7588,003
7589,008
7590,003
7591,005
7592,004
7593,008
7594,004
7595,005
7596,008
7597,003
7598,005
7599,008
7600,004
7601,003
7602,008
7603,004
7604,005
7605,026
7606,009
7607,005
7608,008
7609,004
7610,011
7611,009
7612,012
7613,008
7614,005
7615,011
7616,010
7617,004
7618,005
7619,008
7620,004
7621,011
7622,008
7623,004
7624,005
7625,021
7626,019
7627,022
7628,018
7629,021
7630,018
7631,019
7632,022
7633,018
7634,021
7635,019
7636,022
7637,018
7638,020
7639,021
7640,022
7641,024
7642,021
7643,018
7644,022
7645,019
7646,023
7647,018
7648,021
7649,022
7650,020
7651,019
7652,020
7653,018
7654,021
7655,019
7656,018
7657,020
7658,022
7659,024
7660,019
7661,021
7662,018
7663,020
7664,022
7665,019
7666,024
7667,021
7668,018
7669,020
7670,024
7671,022
7672,019
7673,021
7674,018
7675,021
7676,019
7677,022
7678,024
7679,024
7680,019
7681,018
7682,017
7683,008
7684,011
7685,008
7686,017
7687,011
7688,029
7689,024
7690,008
7691,011
7692,011
7693,008
7694,024
7695,008
7696,016
7697,024
7698,008
7699,024
7700,016
7701,011
7702,011
7703,024
7704,029
7705,008
7706,016
7707,024
7708,008
7709,024
7710,008
7711,008
7712,024
7713,016
7714,011
7715,008
7716,011
7717,017
7718,008
7719,011
7720,017
7721,008
7722,024
7723,008
7724,024
7725,008
7726,008
7727,024
7728,013
7729,004
7730,003
7731,003
7732,026
7733,011
7734,024
7735,023
7736,022
7737,024
7738,017
7739,032
7740,011
7741,011
7742,011
7743,005
7744,009
7745,011
7746,010
7747,019
7748,024
7749,020
7750,020
7751,024
7752,016
7753,008
7754,011
7755,024
7756,017
7757,003
7758,005
7759,004
7760,008
7761,011
7762,034
7763,004
7764,010
7765,005
7766,010
7767,011
7768,011
7769,004
7770,010
7771,010
7772,009
7773,020
7774,024
7775,016
7776,017
7777,008
7778,034
7779,011
7780,012
7781,034
7782,010
7783,032
7784,029
7785,011
7786,017
7787,009
7788,010
7789,022
7790,021
7791,029
7792,017
7793,029
7794,029
7795,017
7796,016
7797,030
7798,016
7799,003
7800,010
7801,013
7802,024
7803,012
7804,012
7805,034
7806,004
7807,013
7808,026
7809,031
7810,016
7811,024
7812,008
7813,009
7814,009
7815,024
7816,029
7817,011
7818,012
7819,011
7820,026
7821,032
7822,012
7823,032
7824,029
7825,010
7826,011
7827,008
7828,009
7829,011
7830,004
7831,034
7832,008
7833,003
7834,034
7835,008
7836,004
7837,005
7838,003
7839,008
7840,004
7841,005
7842,003
7843,004
7844,005
7845,004
7846,003
7847,008
7848,004
7849,005
7850,008
7851,003
7852,009
7853,012
7854,008
7855,004
7856,005
7857,003
7858,004
7859,005
7860,008
7861,003
7862,003
7863,005
7864,004
7865,008
7866,008
7867,004
7868,010
7869,005
7870,009
7871,012
7872,004
7873,008
7874,005
7875,005
7876,004
7877,008
7878,005
7879,004
7880,011
7881,008
7882,010
7883,009
7884,026
7885,005
7886,004
7887,008
7888,021
7889,022
7890,018
7891,022
7892,019
7893,018
7894,021
7895,019
7896,018
7897,022
7898,021
7899,018
7900,021
7901,022
7902,024
7903,018
7904,019
7905,021
7906,020
7907,022
7908,022
7909,024
7910,018
7911,021
7912,020
7913,018
7914,019
7915,020
7916,021
7917,024
7918,018
7919,024
7920,022
7921,021
7922,020
7923,019
7924,018
7925,021
7926,022
7927,020
7928,018
7929,020
7930,021
7931,022
7932,019
7933,018
7934,019
7935,024
7936,020
7937,019
7938,024
7939,031
7940,008
7941,011
7942,008
7943,024
7944,008
7945,024
7946,011
7947,008
7948,024
7949,011
7950,016
7951,011
7952,008
7953,024
7954,029
7955,008
7956,024
7957,016
7958,011
7959,008
7960,024
7961,011
7962,008
7963,024
7964,008
7965,024
7966,016
7967,024
7968,008
7969,011
7970,008
7971,024
7972,008
7973,008
7974,017
7975,008
7976,010
7977,003
7978,034
7979,005
7980,009
7981,010
7982,026
7983,012
7984,010
7985,026
7986,010
7987,019
7988,019
7989,022
7990,018
7991,030
7992,024
7993,011
7994,029
7995,029
7996,011
7997,016
7998,008
7999,024
8000,011
8001,024
8002,011
8003,032
8004,011
8005,011
8006,003
8007,005
8008,009
8009,011
8010,011
8011,019
8012,022
8013,019
8014,021
8015,022
8016,032
8017,017
8018,011
8019,024
8020,034
8021,011
8022,024
8023,020
8024,024
8025,008
8026,024
8027,016
8028,011
8029,011
8030,029
8031,004
8032,013
8033,034
8034,008
8035,026
8036,012
8037,016
8038,016
8039,010
8040,009
8041,026
8042,011
8043,011
8044,010
8045,010
8046,009
8047,011
8048,032
8049,032
8050,017
8051,003
8052,012
8053,010
8054,013
8055,005
8056,026
8057,012
8058,017
8059,005
8060,011
8061,024
8062,009
8063,012
8064,017
8065,024
8066,016
8067,004
8068,034
8069,009
8070,008
8071,032
8072,003
8073,027
8074,026
8075,035
8076,016
8077,026
8078,032
8079,011
8080,029
8081,024
8082,027
8083,024
8084,012
8085,009
8086,012
8087,035
8088,032
8089,029
8090,024
8091,009
8092,011
8093,018
8094,003
8095,004
8096,009
8097,012
8098,011
8099,024
8100,024
8101,008
8102,008
8103,008
8104,003
8105,008
8106,004
8107,005
8108,003
8109,003
8110,004
8111,005
8112,008
8113,005
8114,004
8115,008
8116,003
8117,009
8118,012
8119,008
8120,004
8121,005
8122,003
8123,008
8124,005
8125,004
8126,003
8127,005
8128,008
8129,004
8130,010
8131,009
8132,003
8133,005
8134,004
8135,003
8136,008
8137,005
8138,003
8139,004
8140,008
8141,008
8142,004
8143,005
8144,009
8145,012
8146,011
8147,008
8148,012
8149,009
8150,011
8151,004
8152,004
8153,008
8154,026
8155,009
8156,008
8157,011
8158,005
8159,018
8160,019
8161,018
8162,021
8163,019
8164,022
8165,022
8166,018
8167,021
8168,035
8169,027
8170,021
8171,035
8172,022
8173,018
8174,018
8175,022
8176,019
8177,018
8178,019
8179,024
8180,021
8181,018
8182,022
8183,021
8184,019
8185,024
8186,021
8187,018
8188,024
8189,020
8190,019
8191,021
8192,018
8193,022
8194,019
8195,021
8196,022
8197,018
8198,019
8199,024
8200,024
8201,019
8202,022
8203,020
8204,018
8205,032
8206,030
8207,031
8208,008
8209,024
8210,008
8211,024
8212,008
8213,024
8214,011
8215,032
8216,008
8217,029
8218,011
8219,024
8220,024
8221,008
8222,011
8223,008
8224,024
8225,011
8226,008
8227,024
8228,024
8229,008
8230,011
8231,029
8232,008
8233,024
8234,011
8235,008
8236,024
8237,029
8238,008
8239,024
8240,011
8241,017
8242,017
8243,011
8244,008
8245,024
8246,008
8247,024
8248,024
8249,034
8250,004
8251,034
8252,008
8253,003
8254,034
8255,004
8256,003
8257,008
8258,004
8259,034
8260,010
8261,012
8262,009
8263,012
8264,011
8265,012
8266,010
8267,026
8268,027
8269,021
8270,024
8271,022
8272,020
8273,020
8274,022
8275,020
8276,021
8277,019
8278,011
8279,029
8280,016
8281,029
8282,011
8283,016
8284,024
8285,016
8286,008
8287,011
8288,016
8289,011
8290,032
8291,013
8292,011
8293,004
8294,011
8295,010
8296,021
8297,019
8298,019
8299,032
8300,011
8301,029
8302,034
8303,003
8304,011
8305,008
8306,026
8307,009
8308,009
8309,010
8310,003
8311,026
8312,011
8313,011
8314,008
8315,010
8316,011
8317,012
8318,010
8319,026
8320,004
8321,020
8322,011
8323,029
8324,009
8325,012
8326,011
8327,026
8328,012
8329,005
8330,009
8331,010
8332,022
8333,029
8334,009
8335,009
8336,010
8337,011
8338,005
8339,020
8340,031
8341,034
8342,026
8343,009
8344,030
8345,032
8346,032
8347,024
8348,010
8349,005
8350,024
8351,017
8352,026
8353,020
8354,009
8355,010
8356,022
8357,032
8358,011
8359,005
8360,020
8361,016
8362,032
8363,032
8364,013
8365,032
8366,012
8367,032
8368,029
8369,012
8370,010
8371,024
8372,024
8373,032
8374,024
8375,029
8376,032
8377,026
8378,027
8379,035
8380,032
8381,029
8382,010
8383,016
8384,008
8385,024
8386,011
8387,024
8388,009
8389,018
8390,024
8391,008
8392,024
8393,003
8394,004
8395,011
8396,024
8397,008
8398,003
8399,034
8400,004
8401,003
8402,034
8403,005
8404,004
8405,004
8406,003
8407,005
8408,005
8409,004
8410,003
8411,005
8412,004
8413,008
8414,003
8415,005
8416,004
8417,003
8418,008
8419,011
8420,010
8421,012
8422,009
8423,026
8424,012
8425,008
8426,005
8427,004
8428,004
8429,005
8430,008
8431,009
8432,012
8433,010
8434,008
8435,004
8436,005
8437,004
8438,005
8439,012
8440,008
8441,009
8442,026
8443,010
8444,008
8445,004
8446,009
8447,012
8448,005
8449,011
8450,008
8451,004
8452,011
8453,005
8454,009
8455,012
8456,026
8457,012
8458,008
8459,011
8460,004
8461,022
8462,021
8463,019
8464,018
8465,018
8466,019
8467,022
8468,021
8469,022
8470,018
8471,021
8472,019
8473,027
8474,019
8475,021
8476,035
8477,027
8478,022
8479,021
8480,022
8481,035
8482,019
8483,027
8484,018
8485,018
8486,021
8487,019
8488,022
8489,018
8490,019
8491,024
8492,020
8493,021
8494,020
8495,018
8496,021
8497,019
8498,024
8499,019
8500,018
8501,020
8502,022
8503,024
8504,019
8505,018
8506,022
8507,021
8508,018
8509,022
8510,019
8511,024
8512,030
8513,008
8514,008
8515,011
8516,032
8517,008
8518,024
8519,011
8520,032
8521,032
8522,029
8523,011
8524,008
8525,024
8526,008
8527,032
8528,029
8529,024
8530,029
8531,008
8532,032
8533,011
8534,016
8535,024
8536,016
8537,008
8538,024
8539,011
8540,008
8541,024
8542,016
8543,008
8544,024
8545,029
8546,008
8547,032
8548,029
8549,011
8550,032
8551,011
8552,029
8553,008
8554,008
8555,032
8556,029
8557,011
8558,032
8559,008
8560,024
8561,034
8562,008
8563,010
8564,010
8565,009
8566,003
8567,011
8568,034
8569,004
8570,008
8571,003
8572,004
8573,010
8574,008
8575,034
8576,005
8577,008
8578,008
8579,011
8580,011
8581,010
8582,026
8583,009
8584,024
8585,028
8586,022
8587,021
8588,020
8589,031
8590,011
8591,011
8592,024
8593,011
8594,013
8595,024
8596,011
8597,024
8598,008
8599,011
8600,026
8601,035
8602,020
8603,021
8604,019
8605,024
8606,029
8607,029
8608,024
8609,011
8610,011
8611,003
8612,010
8613,005
8614,032
8615,029
8616,009
8617,022
8618,024
8619,011
8620,029
8621,010
8622,027
8623,035
8624,011
8625,024
8626,030
8627,012
8628,026
8629,017
8630,010
8631,024
8632,032
8633,009
8634,009
8635,003
8636,011
8637,010
8638,020
8639,035
8640,011
8641,010
8642,028
8643,027
8644,003
8645,017
8646,016
8647,031
8648,020
8649,017
8650,030
8651,003
8652,008
8653,004
8654,031
8655,012
8656,034
8657,030
8658,024
8659,005
8660,010
8661,034
8662,012
8663,011
8664,031
8665,012
8666,009
8667,026
8668,031
8669,032
8670,005
8671,009
8672,030
8673,008
8674,011
8675,026
8676,008
8677,011
8678,010
8679,024
8680,016
8681,030
8682,004
8683,011
8684,008
8685,009
8686,017
8687,024
8688,008
8689,032
8690,032
8691,031
8692,034
8693,003
8694,003
8695,008
8696,034
8697,003
8698,008
8699,034
8700,024
8701,004
8702,008
8703,012
8704,034
8705,003
8706,004
8707,005
8708,003
8709,034
8710,004
8711,005
8712,008
8713,009
8714,012
8715,034
8716,003
8717,005
8718,004
8719,008
8720,010
8721,003
8722,004
8723,034
8724,008
8725,005
8726,004
8727,005
8728,003
8729,008
8730,005
8731,003
8732,004
8733,008
8734,003
8735,004
8736,005
8737,011
8738,011
8739,008
8740,005
8741,004
8742,005
8743,010
8744,004
8745,008
8746,011
8747,005
8748,009
8749,012
8750,008
8751,010
8752,004
8753,011
8754,008
8755,004
8756,011
8757,010
8758,005
8759,005
8760,008
8761,011
8762,004
8763,008
8764,011
8765,005
8766,010
8767,026
8768,009
8769,004
8770,008
8771,005
8772,011
8773,004
8774,008
8775,004
8776,005
8777,022
8778,018
8779,021
8780,018
8781,019
8782,021
8783,024
8784,028
8785,027
8786,028
8787,021
8788,027
8789,035
8790,022
8791,019
8792,027
8793,022
8794,035
8795,019
8796,021
8797,021
8798,027
8799,022
8800,019
8801,035
8802,018
8803,018
8804,021
8805,022
8806,019
8807,019
8808,018
8809,020
8810,021
8811,018
8812,021
8813,019
8814,020
8815,019
8816,022
8817,018
8818,019
8819,018
8820,020
8821,022
8822,008
8823,031
8824,030
8825,008
8826,008
8827,024
8828,008
8829,032
8830,024
8831,017
8832,011
8833,029
8834,032
8835,008
8836,011
8837,024
8838,029
8839,011
8840,032
8841,008
8842,029
8843,024
8844,016
8845,011
8846,008
8847,016
8848,024
8849,029
8850,011
8851,008
8852,024
8853,029
8854,024
8855,008
8856,029
8857,032
8858,008
8859,029
8860,032
8861,008
8862,011
8863,029
8864,024
8865,011
8866,004
8867,011
8868,009
8869,010
8870,009
8871,012
8872,034
8873,008
8874,010
8875,010
8876,026
8877,010
8878,011
8879,022
8880,020
8881,022
8882,024
8883,021
8884,024
8885,024
8886,018
8887,024
8888,011
8889,017
8890,016
8891,011
8892,024
8893,011
8894,009
8895,009
8896,024
8897,020
8898,021
8899,019
8900,016
8901,011
8902,011
8903,010
8904,010
8905,026
8906,009
8907,022
8908,032
8909,011
8910,016
8911,009
8912,026
8913,026
8914,011
8915,027
8916,035
8917,018
8918,024
8919,032
8920,010
8921,009
8922,010
8923,017
8924,032
8925,032
8926,012
8927,024
8928,026
8929,035
8930,030
8931,024
8932,003
8933,029
8934,031
8935,024
8936,018
8937,024
8938,010
8939,024
8940,024
8941,021
8942,032
8943,017
8944,020
8945,017
8946,010
8947,024
8948,005
8949,024
8950,020
8951,030
8952,003
8953,008
8954,030
8955,010
8956,029
8957,011
8958,032
8959,009
8960,019
8961,031
8962,003
8963,024
8964,009
8965,030
8966,032
8967,008
8968,004
8969,011
8970,008
8971,005
8972,008
8973,003
8974,004
8975,034
8976,003
8977,005
8978,004
8979,008
8980,009
8981,012
8982,034
8983,008
8984,004
8985,005
8986,003
8987,005
8988,008
8989,004
8990,003
8991,004
8992,005
8993,008
8994,004
8995,008
8996,005
8997,004
8998,008
8999,011
9000,005
9001,005
9002,008
9003,011
9004,011
9005,008
9006,010
9007,005
9008,004
9009,011
9010,008
9011,005
9012,004
9013,008
9014,005
9015,026
9016,011
9017,005
9018,026
9019,008
9020,011
9021,010
9022,008
9023,005
9024,026
9025,027
9026,022
9027,021
9028,018
9029,028
9030,021
9031,027
9032,035
9033,022
9034,022
9035,018
9036,024
9037,021
9038,020
9039,019
9040,018
9041,022
9042,021
9043,024
9044,019
9045,021
9046,018
9047,020
9048,019
9049,019
9050,021
9051,018
9052,020
9053,022
9054,021
9055,018
9056,019
9057,024
9058,018
9059,020
9060,019
9061,021
9062,022
9063,018
9064,019
9065,021
9066,030
9067,011
9068,008
9069,008
9070,008
9071,011
9072,032
9073,011
9074,032
9075,029
9076,008
9077,032
9078,011
9079,008
9080,029
9081,032
9082,008
9083,029
9084,024
9085,024
9086,008
9087,016
9088,008
9089,024
9090,008
9091,032
9092,011
9093,011
9094,032
9095,008
9096,029
9097,029
9098,004
9099,034
9100,008
9101,003
9102,009
9103,024
9104,004
9105,008
9106,003
9107,011
9108,034
9109,024
9110,003
9111,005
9112,004
9113,024
9114,010
9115,008
9116,034
9117,003
9118,004
9119,005
9120,010
9121,009
9122,003
9123,010
9124,011
9125,010
9126,004
9127,010
9128,009
9129,011
9130,035
9131,027
9132,035
9133,019
9134,028
9135,019
9136,027
9137,022
9138,022
9139,020
9140,018
9141,019
9142,021
9143,032
9144,024
9145,017
9146,024
9147,024
9148,011
9149,016
9150,011
9151,016
9152,024
9153,029
9154,010
9155,009
9156,011
9157,011
9158,010
9159,009
9160,009
9161,022
9162,035
9163,020
9164,022
9165,024
9166,011
9167,036
9168,005
9169,008
9170,024
9171,034
9172,011
9173,024
9174,037
9175,011
9176,034
9177,020
9178,031
9179,024
9180,029
9181,029
9182,030
9183,011
9184,010
9185,021
9186,024
9187,034
9188,010
9189,010
9190,010
9191,026
9192,019
9193,018
9194,031
9195,024
9196,038
9197,025
9198,009
9199,039
9200,011
9201,032
9202,032
9203,030
9204,031
9205,029
9206,024
9207,030
9208,031
9209,024
9210,029
9211,031
9212,011
9213,036
9214,010
9215,012
9216,012
9217,009
9218,037
9219,011
9220,029
9221,008
9222,020
9223,030
9224,032
9225,010
9226,011
9227,024
9228,030
9229,011
9230,005
9231,008
9232,011
9233,030
9234,011
9235,032
9236,036
9237,022
9238,021
9239,027
9240,018
9241,008
9242,030
9243,008
9244,011
9245,024
9246,032
9247,031
9248,037
9249,003
9250,008
9251,004
9252,003
9253,004
9254,008
9255,008
9256,004
9257,005
9258,003
9259,008
9260,003
9261,004
9262,005
9263,034
9264,008
9265,003
9266,004
9267,005
9268,003
9269,008
9270,004
9271,005
9272,004
9273,005
9274,003
9275,004
9276,003
9277,008
9278,005
9279,011
9280,008
9281,011
9282,005
9283,008
9284,005
9285,011
9286,010
9287,008
