Column_,Row,Grid_Code,Location,elevation,latitude,depth,PWP,FC,SAT,SWinit,OC_topsoil,OC_subsoil,BD_topsoil,BD_subsoil,Sand_topsoil,Clay_topsoil,Silt_topsoil,Sand_subsoil,Clay_subsoil,Silt_subsoil
96,109,109096,109_96,-4,52.52,0.7,0.148,0.321,0.464,0.2691,1.65,0.69,1.39,1.35,60,30,10,60,30,10
96,110,110096,110_96,-3,52.74,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
96,111,111096,111_96,-2,52.97,1.3,0.148,0.255,0.398,0.2229,0.6,0.4,1.41,1.41,60,30,10,60,30,10
96,112,112096,112_96,1,53.19,1.3,0.095,0.19,0.436,0.1615,0.41,0.17,1.66,1.66,65,10,25,65,10,25
97,67,67097,67_97,36,43.1,1.3,0.148,0.288,0.431,0.246,0.6,0.4,1.41,1.41,60,30,10,60,30,10
97,68,68097,68_97,180,43.33,0.7,0.148,0.302,0.445,0.2558,0.83,0.4,1.4,1.33,60,30,10,60,30,10
97,69,69097,69_97,241,43.55,1.3,0.148,0.288,0.431,0.246,0.65,0.43,1.39,1.38,60,30,10,60,30,10
97,70,70097,70_97,655,43.78,1.3,0.148,0.288,0.431,0.246,0.65,0.43,1.39,1.38,60,30,10,60,30,10
97,71,71097,71_97,549,44,0.5,0.148,0.334,0.477,0.2782,0.65,0.43,1.39,1.38,60,30,10,60,30,10
97,72,72097,72_97,824,44.23,0.5,0.148,0.3,0.443,0.2544,0.65,0.43,1.39,1.38,60,30,10,60,30,10
97,73,73097,73_97,900,44.45,0.5,0.148,0.244,0.387,0.2152,0.98,0.4,1.4,1.38,60,30,10,60,30,10
97,74,74097,74_97,1147,44.68,0.7,0.148,0.317,0.46,0.2663,0.74,0.37,1.4,1.38,60,30,10,60,30,10
97,75,75097,75_97,1558,44.9,0.7,0.148,0.335,0.478,0.2789,1,0.47,1.4,1.38,60,30,10,60,30,10
97,76,76097,76_97,1445,45.13,0.5,0.148,0.334,0.477,0.2782,0.65,0.43,1.39,1.38,60,30,10,60,30,10
97,77,77097,77_97,583,45.35,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
97,78,78097,78_97,340,45.58,1.3,0.148,0.185,0.328,0.1739,0.74,0.37,1.4,1.38,60,30,10,60,30,10
97,79,79097,79_97,494,45.8,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.38,60,30,10,60,30,10
97,80,80097,80_97,548,46.03,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
97,81,81097,81_97,440,46.25,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.38,60,30,10,60,30,10
97,82,82097,82_97,900,46.48,0.7,0.148,0.271,0.414,0.2341,1,0.47,1.41,1.36,60,30,10,60,30,10
97,83,83097,83_97,646,46.7,0.5,0.148,0.316,0.459,0.2656,1,0.43,1.4,1.38,60,30,10,60,30,10
97,84,84097,84_97,509,46.93,0.5,0.148,0.316,0.459,0.2656,1,0.37,1.4,1.38,60,30,10,60,30,10
97,85,85097,85_97,263,47.15,1.3,0.148,0.213,0.356,0.1935,0.74,0.37,1.4,1.38,60,30,10,60,30,10
97,86,86097,86_97,247,47.37,0.5,0.148,0.316,0.459,0.2656,0.86,0.37,1.4,1.38,60,30,10,60,30,10
97,87,87097,87_97,240,47.6,1.3,0.148,0.213,0.356,0.1935,0.74,0.36,1.4,1.35,60,30,10,60,30,10
97,88,88097,88_97,256,47.82,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
97,89,89097,89_97,333,48.05,1.3,0.197,0.335,0.481,0.2936,0.87,0.39,1.25,1.26,35,35,30,35,35,30
97,90,90097,90_97,358,48.27,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
97,91,91097,91_97,324,48.5,1.3,0.197,0.335,0.481,0.2936,0.87,0.39,1.24,1.26,35,35,30,35,35,30
97,92,92097,92_97,243,48.72,1.3,0.197,0.335,0.481,0.2936,0.87,0.39,1.25,1.26,35,35,30,35,35,30
97,93,93097,93_97,257,48.95,1.3,0.148,0.267,0.41,0.2313,1,0.39,1.4,1.35,60,30,10,60,30,10
97,94,94097,94_97,220,49.17,1.3,0.148,0.286,0.429,0.2446,1,0.47,1.4,1.35,60,30,10,60,30,10
97,95,95097,95_97,307,49.4,1.3,0.148,0.253,0.396,0.2215,1,0.39,1.4,1.35,60,30,10,60,30,10
97,96,96097,96_97,352,49.62,0.7,0.148,0.315,0.458,0.2649,0.86,0.37,1.4,1.35,60,30,10,60,30,10
97,97,97097,97_97,420,49.84,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
97,98,98097,98_97,402,50.07,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
97,99,99097,99_97,320,50.29,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
97,100,100097,100_97,187,50.52,0.7,0.148,0.325,0.468,0.2719,1,0.37,1.4,1.38,60,30,10,60,30,10
97,101,101097,101_97,113,50.74,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
97,102,102097,102_97,77,50.97,1.3,0.148,0.247,0.39,0.2173,0.86,0.38,1.43,1.4,60,30,10,60,30,10
97,103,103097,103_97,32,51.19,0.5,0.095,0.229,0.475,0.1888,1.97,0.39,1.73,1.7,65,10,25,65,10,25
97,104,104097,104_97,17,51.41,0.5,0.095,0.229,0.475,0.1888,1.97,0.88,1.73,1.7,65,10,25,65,10,25
97,105,105097,105_97,8,51.64,0.5,0.095,0.229,0.475,0.1888,1.97,0.88,1.73,1.7,65,10,25,65,10,25
97,106,106097,106_97,5,51.86,0.7,0.148,0.332,0.475,0.2768,0.86,0.38,1.4,1.38,60,30,10,60,30,10
97,107,107097,107_97,5,52.09,0.5,0.095,0.229,0.475,0.1888,1.97,0.88,1.73,1.7,65,10,25,65,10,25
97,108,108097,108_97,-3,52.31,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
97,109,109097,109_97,-4,52.54,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
97,110,110097,110_97,1,52.76,1.3,0.148,0.291,0.434,0.2481,0.97,0.4,1.38,1.35,60,30,10,60,30,10
97,111,111097,111_97,-1,52.98,0.7,0.197,0.371,0.517,0.3188,1.19,0.55,1.24,1.24,35,35,30,35,35,30
97,112,112097,112_97,1,53.21,1.3,0.197,0.34,0.486,0.2971,0.97,0.45,1.23,1.24,35,35,30,35,35,30
98,67,67098,67_98,60,43.11,0.5,0.148,0.232,0.375,0.2068,1.45,0.5,1.41,1.42,60,30,10,60,30,10
98,68,68098,68_98,71,43.34,0.5,0.148,0.286,0.429,0.2446,0.7,0.4,1.41,1.42,60,30,10,60,30,10
98,69,69098,69_98,190,43.56,0.5,0.148,0.504,0.647,0.3972,0.65,0.4,1.4,1.38,60,30,10,60,30,10
98,70,70098,70_98,903,43.79,1.3,0.148,0.288,0.431,0.246,1,0.43,1.39,1.38,60,30,10,60,30,10
98,71,71098,71_98,1056,44.01,1.3,0.148,0.206,0.349,0.1886,1,0.43,1.4,1.38,60,30,10,60,30,10
98,72,72098,72_98,1280,44.24,1.3,0.148,0.206,0.349,0.1886,1,0.37,1.4,1.38,60,30,10,60,30,10
98,73,73098,73_98,1082,44.46,0.5,0.148,0.3,0.443,0.2544,1,0.43,1.4,1.38,60,30,10,60,30,10
98,74,74098,74_98,1648,44.69,0.7,0.148,0.335,0.478,0.2789,1.45,0.5,1.39,1.42,60,30,10,60,30,10
98,75,75098,75_98,2000,44.91,0.7,0.148,0.335,0.478,0.2789,3.15,1.13,0.94,1.51,60,30,10,60,30,10
98,76,76098,76_98,1726,45.14,0.5,0.148,0.334,0.477,0.2782,0.65,0.43,1.39,1.38,60,30,10,60,30,10
98,77,77098,77_98,1159,45.36,0.7,0.148,0.354,0.497,0.2922,0.7,0.4,1.41,1.5,60,30,10,60,30,10
98,78,78098,78_98,556,45.59,1.3,0.148,0.259,0.402,0.2257,0.65,0.4,1.41,1.41,60,30,10,60,30,10
98,79,79098,79_98,779,45.81,0.7,0.148,0.217,0.36,0.1963,1,0.37,1.4,1.38,60,30,10,60,30,10
98,80,80098,80_98,652,46.04,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.35,60,30,10,60,30,10
98,81,81098,81_98,459,46.26,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.35,60,30,10,60,30,10
98,82,82098,82_98,478,46.49,1.3,0.148,0.276,0.419,0.2376,1,0.4,1.41,1.38,60,30,10,60,30,10
98,83,83098,83_98,938,46.71,0.7,0.148,0.268,0.411,0.232,1,0.47,1.4,1.38,60,30,10,60,30,10
98,84,84098,84_98,786,46.94,0.5,0.148,0.308,0.451,0.26,1,0.37,1.4,1.38,60,30,10,60,30,10
98,85,85098,85_98,475,47.16,0.5,0.148,0.316,0.459,0.2656,1,0.37,1.4,1.38,60,30,10,60,30,10
98,86,86098,86_98,275,47.39,0.5,0.148,0.316,0.459,0.2656,0.87,0.37,1.4,1.38,60,30,10,60,30,10
98,87,87098,87_98,264,47.61,0.7,0.148,0.267,0.41,0.2313,1,0.37,1.4,1.38,60,30,10,60,30,10
98,88,88098,88_98,270,47.84,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
98,89,89098,89_98,370,48.06,1.3,0.095,0.2,0.446,0.1685,0.7,0.27,1.58,1.51,65,10,25,65,10,25
98,90,90098,90_98,324,48.29,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
98,91,91098,91_98,295,48.51,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
98,92,92098,92_98,249,48.73,1.3,0.148,0.257,0.4,0.2243,1,0.38,1.4,1.33,60,30,10,60,30,10
98,93,93098,93_98,215,48.96,1.3,0.197,0.335,0.481,0.2936,1,0.39,1.25,1.26,35,35,30,35,35,30
98,94,94098,94_98,245,49.18,1.3,0.148,0.213,0.356,0.1935,1,0.37,1.4,1.35,60,30,10,60,30,10
98,95,95098,95_98,290,49.41,1.3,0.148,0.257,0.4,0.2243,1,0.37,1.39,1.35,60,30,10,60,30,10
98,96,96098,96_98,296,49.63,1.3,0.197,0.305,0.451,0.2726,0.87,0.39,1.39,1.33,35,35,30,35,35,30
98,97,97098,97_98,290,49.86,0.7,0.148,0.377,0.52,0.3083,1.45,0.5,1.41,1.42,60,30,10,60,30,10
98,98,98098,98_98,427,50.08,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
98,99,99098,99_98,441,50.31,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
98,100,100098,100_98,320,50.53,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
98,101,101098,101_98,163,50.75,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
98,102,102098,102_98,74,50.98,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
98,103,103098,103_98,29,51.2,0.7,0.095,0.254,0.5,0.2063,0.83,0.36,1.6,1.58,65,10,25,65,10,25
98,104,104098,104_98,26,51.43,0.5,0.095,0.229,0.475,0.1888,1.97,0.91,1.73,1.7,65,10,25,65,10,25
98,105,105098,105_98,12,51.65,0.7,0.095,0.272,0.518,0.2189,0.99,0.39,1.7,1.7,65,10,25,65,10,25
98,106,106098,106_98,10,51.88,0.7,0.148,0.332,0.475,0.2768,0.86,0.38,1.4,1.38,60,30,10,60,30,10
98,107,107098,107_98,25,52.1,0.5,0.095,0.227,0.473,0.1874,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,108,108098,108_98,9,52.32,0.7,0.095,0.191,0.437,0.1622,1.97,0.39,1.73,1.7,65,10,25,65,10,25
98,109,109098,109_98,-3,52.55,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
98,110,110098,110_98,-3,52.77,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
98,111,111098,111_98,-1,53,0.5,0.4,0.72,0.78,0.624,39.4,38.46,0.23,0.23,40,20,40,40,20,40
98,112,112098,112_98,1,53.22,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
98,113,113098,113_98,1,53.45,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
98,138,138098,138_98,20,59.05,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,139,139098,139_98,20,59.27,1.3,0.095,0.186,0.432,0.1587,1.04,0.39,1.7,1.7,65,10,25,65,10,25
98,140,140098,140_98,40,59.5,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,141,141098,141_98,20,59.72,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,142,142098,142_98,3,59.95,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,143,143098,143_98,20,60.17,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,144,144098,144_98,20,60.4,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,145,145098,145_98,20,60.62,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,146,146098,146_98,20,60.84,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,147,147098,147_98,20,61.07,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,148,148098,148_98,20,61.29,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.73,1.74,65,10,25,65,10,25
98,150,150098,150_98,140,61.74,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.62,1.2,65,10,25,65,10,25
99,68,68099,68_99,9,43.35,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
99,69,69099,69_99,152,43.57,0.5,0.148,0.244,0.387,0.2152,0.7,0.43,1.41,1.42,60,30,10,60,30,10
99,70,70099,70_99,947,43.8,1.3,0.148,0.206,0.349,0.1886,1,0.37,1.4,1.38,60,30,10,60,30,10
99,71,71099,71_99,938,44.02,0.5,0.148,0.3,0.443,0.2544,1,0.43,1.39,1.38,60,30,10,60,30,10
99,72,72099,72_99,1800,44.25,1.3,0.148,0.206,0.349,0.1886,1,0.37,1.4,1.38,60,30,10,60,30,10
99,73,73099,73_99,1856,44.47,0.5,0.148,0.3,0.443,0.2544,1.61,1.44,1.4,1.16,60,30,10,60,30,10
99,74,74099,74_99,1760,44.7,0.5,0.148,0.3,0.443,0.2544,2.13,1.44,1.41,1.16,60,30,10,60,30,10
99,75,75099,75_99,1716,44.92,0.7,0.148,0.335,0.478,0.2789,3.15,1.13,0.94,1.51,60,30,10,60,30,10
99,76,76099,76_99,1744,45.15,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.58,1.48,65,10,25,65,10,25
99,77,77099,77_99,1868,45.37,0.7,0.148,0.335,0.478,0.2789,3.15,1.13,0.94,1.51,60,30,10,60,30,10
99,78,78099,78_99,1473,45.6,0.7,0.095,0.276,0.522,0.2217,0.7,0.27,1.58,1.5,65,10,25,65,10,25
99,79,79099,79_99,1273,45.82,0.5,0.148,0.334,0.477,0.2782,0.65,0.43,1.39,1.38,60,30,10,60,30,10
99,80,80099,80_99,936,46.05,0.5,0.148,0.244,0.387,0.2152,0.87,0.39,1.39,1.38,60,30,10,60,30,10
99,81,81099,81_99,816,46.27,0.5,0.197,0.279,0.425,0.2544,0.87,0.39,1.24,1.26,35,35,30,35,35,30
99,82,82099,82_99,490,46.5,1.3,0.148,0.276,0.419,0.2376,1,0.47,1.41,1.38,60,30,10,60,30,10
99,83,83099,83_99,577,46.72,1.3,0.148,0.276,0.419,0.2376,1,0.47,1.41,1.38,60,30,10,60,30,10
99,84,84099,84_99,1049,46.95,1.3,0.095,0.166,0.412,0.1447,1.58,0.76,1.55,1.42,65,10,25,65,10,25
99,85,85099,85_99,698,47.17,0.5,0.148,0.316,0.459,0.2656,1,0.37,1.4,1.38,60,30,10,60,30,10
99,86,86099,86_99,502,47.4,0.7,0.148,0.268,0.411,0.232,0.74,0.43,1.39,1.38,60,30,10,60,30,10
99,87,87099,87_99,301,47.62,1.3,0.148,0.257,0.4,0.2243,0.86,0.38,1.4,1.38,60,30,10,60,30,10
99,88,88099,88_99,375,47.85,1.3,0.095,0.2,0.446,0.1685,0.7,0.27,1.58,1.51,65,10,25,65,10,25
99,89,89099,89_99,426,48.07,1.3,0.095,0.2,0.446,0.1685,0.7,0.27,1.58,1.51,65,10,25,65,10,25
99,90,90099,90_99,335,48.3,1.3,0.197,0.335,0.481,0.2936,0.87,0.39,1.25,1.26,35,35,30,35,35,30
99,91,91099,91_99,271,48.52,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
99,92,92099,92_99,244,48.75,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
99,93,93099,93_99,255,48.97,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
99,94,94099,94_99,267,49.19,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
99,95,95099,95_99,270,49.42,1.3,0.197,0.306,0.452,0.2733,1.16,0.5,1.25,1.26,35,35,30,35,35,30
99,96,96099,96_99,313,49.64,1.3,0.197,0.329,0.475,0.2894,0.96,0.47,1.24,1.22,35,35,30,35,35,30
99,97,97099,97_99,337,49.87,1.3,0.148,0.273,0.416,0.2355,0.98,0.47,1.4,1.38,60,30,10,60,30,10
99,98,98099,98_99,399,50.09,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
99,99,99099,99_99,520,50.32,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
99,100,100099,100_99,465,50.54,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
99,101,101099,101_99,142,50.77,1.3,0.148,0.283,0.426,0.2425,0.86,0.36,1.4,1.35,60,30,10,60,30,10
99,102,102099,102_99,93,50.99,1.3,0.148,0.283,0.426,0.2425,0.86,0.36,1.4,1.35,60,30,10,60,30,10
99,103,103099,103_99,62,51.21,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
99,104,104099,104_99,30,51.44,1.3,0.148,0.256,0.399,0.2236,0.74,0.36,1.4,1.38,60,30,10,60,30,10
99,105,105099,105_99,22,51.66,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
99,106,106099,106_99,15,51.89,0.7,0.148,0.325,0.468,0.2719,0.86,0.38,1.4,1.4,60,30,10,60,30,10
99,107,107099,107_99,8,52.11,0.7,0.095,0.191,0.437,0.1622,1,0.39,1.71,1.7,65,10,25,65,10,25
99,108,108099,108_99,4,52.34,0.7,0.095,0.191,0.437,0.1622,1,0.39,1.7,1.64,65,10,25,65,10,25
99,109,109099,109_99,1,52.56,0.7,0.095,0.191,0.437,0.1622,0.7,0.3,1.7,1.64,65,10,25,65,10,25
99,110,110099,110_99,1,52.79,0.7,0.095,0.191,0.437,0.1622,0.7,0.31,1.7,1.64,65,10,25,65,10,25
99,111,111099,111_99,1,53.01,0.5,0.095,0.229,0.475,0.1888,1.97,0.91,1.7,1.64,65,10,25,65,10,25
99,112,112099,112_99,1,53.23,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
99,113,113099,113_99,1,53.46,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
99,136,136099,136_99,40,58.62,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
99,137,137099,137_99,27,58.84,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
99,138,138099,138_99,20,59.07,1.3,0.095,0.218,0.464,0.1811,1.45,0.39,1.7,1.7,65,10,25,65,10,25
99,139,139099,139_99,23,59.29,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,140,140099,140_99,32,59.51,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,141,141099,141_99,23,59.74,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,142,142099,142_99,50,59.96,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,143,143099,143_99,44,60.19,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.73,1.7,65,10,25,65,10,25
99,144,144099,144_99,375,60.41,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.73,1.7,65,10,25,65,10,25
99,145,145099,145_99,40,60.64,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,146,146099,146_99,100,60.86,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,147,147099,147_99,130,61.08,1.3,0.095,0.186,0.432,0.1587,2.18,0.91,1.73,1.7,65,10,25,65,10,25
99,148,148099,148_99,85,61.31,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,149,149099,149_99,40,61.53,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,150,150099,150_99,220,61.76,1.3,0.095,0.175,0.421,0.151,2.18,0.39,1.73,1.74,65,10,25,65,10,25
99,151,151099,151_99,115,61.98,1.3,0.095,0.104,0.35,0.1013,2.18,0.39,1.62,1.58,65,10,25,65,10,25
99,152,152099,152_99,180,62.21,1.3,0.095,0.104,0.35,0.1013,2.59,1.29,1.62,1.2,65,10,25,65,10,25
100,69,69100,69_100,69,43.58,1.3,0.148,0.288,0.431,0.246,0.83,0.4,1.4,1.38,60,30,10,60,30,10
100,70,70100,70_100,336,43.81,1.3,0.148,0.288,0.431,0.246,0.65,0.4,1.4,1.38,60,30,10,60,30,10
100,71,71100,71_100,866,44.03,0.7,0.148,0.257,0.4,0.2243,1,0.37,1.4,1.38,60,30,10,60,30,10
100,72,72100,72_100,1610,44.26,0.5,0.148,0.3,0.443,0.2544,1.61,1.44,1.41,1.16,60,30,10,60,30,10
100,73,73100,73_100,1542,44.48,1.3,0.148,0.255,0.398,0.2229,0.74,0.36,1.41,1.38,60,30,10,60,30,10
100,74,74100,74_100,1714,44.71,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,75,75100,75_100,1489,44.93,0.5,0.148,0.296,0.439,0.2516,1.61,1.44,1.38,1.16,60,30,10,60,30,10
100,76,76100,76_100,1323,45.16,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.38,60,30,10,60,30,10
100,77,77100,77_100,2333,45.38,0.7,0.148,0.335,0.478,0.2789,3.15,1.13,0.94,1.51,60,30,10,60,30,10
100,78,78100,78_100,1967,45.61,0.7,0.148,0.257,0.4,0.2243,2.13,1.13,1.4,1.38,60,30,10,60,30,10
100,79,79100,79_100,1889,45.83,0.5,0.148,0.3,0.443,0.2544,2.13,1.91,1.41,1.08,60,30,10,60,30,10
100,80,80100,80_100,1376,46.06,1.3,0.095,0.217,0.463,0.1804,0.58,0.24,1.62,1.59,65,10,25,65,10,25
100,81,81100,81_100,389,46.28,1.3,0.148,0.285,0.428,0.2439,1,0.37,1.4,1.38,60,30,10,60,30,10
100,82,82100,82_100,782,46.51,1.3,0.148,0.273,0.416,0.2355,1.45,0.4,1.42,1.42,60,30,10,60,30,10
100,85,85100,85_100,843,47.18,1.3,0.148,0.273,0.416,0.2355,1.58,0.67,1.42,1.42,60,30,10,60,30,10
100,86,86100,86_100,554,47.41,1.3,0.148,0.26,0.403,0.2264,1,0.47,1.4,1.35,60,30,10,60,30,10
100,87,87100,87_100,374,47.63,1.3,0.148,0.262,0.405,0.2278,0.83,0.28,1.39,1.33,60,30,10,60,30,10
100,88,88100,88_100,624,47.86,1.3,0.095,0.2,0.446,0.1685,0.7,0.27,1.58,1.51,65,10,25,65,10,25
100,89,89100,89_100,600,48.08,1.3,0.095,0.2,0.446,0.1685,0.7,0.27,1.58,1.51,65,10,25,65,10,25
100,90,90100,90_100,363,48.31,1.3,0.095,0.2,0.446,0.1685,0.83,0.27,1.58,1.51,65,10,25,65,10,25
100,91,91100,91_100,285,48.53,1.3,0.197,0.305,0.451,0.2726,1.16,0.49,1.25,1.26,35,35,30,35,35,30
100,92,92100,92_100,246,48.76,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
100,93,93100,93_100,248,48.98,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
100,94,94100,94_100,271,49.21,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,95,95100,95_100,283,49.43,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,96,96100,96_100,414,49.65,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,97,97100,97_100,299,49.88,1.3,0.148,0.276,0.419,0.2376,1.07,0.43,1.41,1.38,60,30,10,60,30,10
100,98,98100,98_100,379,50.1,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,99,99100,99_100,485,50.33,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
100,100,100100,100_100,252,50.55,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
100,101,101100,101_100,132,50.78,1.3,0.148,0.283,0.426,0.2425,1.2,0.25,1.49,1.4,60,30,10,60,30,10
100,102,102100,102_100,73,51,1.3,0.148,0.283,0.426,0.2425,1.07,0.36,1.4,1.35,60,30,10,60,30,10
100,103,103100,103_100,40,51.23,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
100,104,104100,104_100,30,51.45,1.3,0.148,0.243,0.386,0.2145,0.83,0.36,1.4,1.38,60,30,10,60,30,10
100,105,105100,105_100,24,51.67,1.3,0.095,0.197,0.443,0.1664,0.86,0.38,1.58,1.48,65,10,25,65,10,25
100,106,106100,106_100,33,51.9,1.3,0.095,0.147,0.393,0.1314,1.97,0.88,1.73,1.7,65,10,25,65,10,25
100,107,107100,107_100,31,52.12,1.3,0.095,0.147,0.393,0.1314,1.97,0.88,1.73,1.7,65,10,25,65,10,25
100,108,108100,108_100,10,52.35,0.5,0.095,0.229,0.475,0.1888,1.97,0.91,1.73,1.7,65,10,25,65,10,25
